m,TagName,
"2020-12-01 00:00:00","c","2649"
"2020-12-01 00:00:00","c#","5736"
"2020-12-01 00:00:00","c++","4452"
"2020-12-01 00:00:00","delphi","190"
"2020-12-01 00:00:00","go","535"
"2020-12-01 00:00:00","java","7825"
"2020-12-01 00:00:00","javascript","16020"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","php","4790"
"2020-12-01 00:00:00","python","22213"
"2020-12-01 00:00:00","r","4343"
"2020-12-01 00:00:00","ruby","501"
"2020-12-01 00:00:00","swift","2099"
"2021-01-01 00:00:00","assembly","308"
"2021-01-01 00:00:00","c","2569"
"2021-01-01 00:00:00","c#","6191"
"2021-01-01 00:00:00","c++","4106"
"2021-01-01 00:00:00","delphi","199"
"2021-01-01 00:00:00","go","567"
"2021-01-01 00:00:00","java","8027"
"2021-01-01 00:00:00","javascript","16876"
"2021-01-01 00:00:00","perl","145"
"2021-01-01 00:00:00","php","4748"
"2021-01-01 00:00:00","python","22891"
"2021-01-01 00:00:00","r","4338"
"2021-01-01 00:00:00","ruby","523"
"2021-01-01 00:00:00","swift","2319"
"2021-02-01 00:00:00","assembly","244"
"2021-02-01 00:00:00","c","2241"
"2021-02-01 00:00:00","c#","5797"
"2021-02-01 00:00:00","c++","4092"
"2021-02-01 00:00:00","delphi","187"
"2021-02-01 00:00:00","go","568"
"2021-02-01 00:00:00","java","7590"
"2021-02-01 00:00:00","javascript","15271"
"2021-02-01 00:00:00","perl","133"
"2021-02-01 00:00:00","php","4370"
"2021-02-01 00:00:00","python","21416"
"2021-02-01 00:00:00","r","4326"
"2021-02-01 00:00:00","ruby","530"
"2021-02-01 00:00:00","swift","2262"
"2021-03-01 00:00:00","assembly","320"
"2021-03-01 00:00:00","c","2486"
"2021-03-01 00:00:00","c#","6397"
"2021-03-01 00:00:00","c++","4302"
"2021-03-01 00:00:00","delphi","255"
"2021-03-01 00:00:00","go","760"
"2021-03-01 00:00:00","java","8664"
"2021-03-01 00:00:00","javascript","16769"
"2021-03-01 00:00:00","perl","152"
"2021-03-01 00:00:00","php","4749"
"2021-03-01 00:00:00","python","23908"
"2021-03-01 00:00:00","r","5177"
"2021-03-01 00:00:00","ruby","498"
"2021-03-01 00:00:00","swift","2384"
"2021-04-01 00:00:00","assembly","320"
"2021-04-01 00:00:00","c","2300"
"2021-04-01 00:00:00","c#","5903"
"2021-04-01 00:00:00","c++","3942"
"2021-04-01 00:00:00","delphi","171"
"2021-04-01 00:00:00","go","626"
"2021-04-01 00:00:00","java","7923"
"2021-04-01 00:00:00","javascript","15848"
"2021-04-01 00:00:00","perl","137"
"2021-04-01 00:00:00","php","4321"
"2021-04-01 00:00:00","python","22706"
"2021-04-01 00:00:00","r","4798"
"2021-04-01 00:00:00","ruby","518"
"2021-04-01 00:00:00","swift","2112"
"2021-05-01 00:00:00","assembly","300"
"2021-05-01 00:00:00","c","2090"
"2021-05-01 00:00:00","c#","5744"
"2021-05-01 00:00:00","c++","4188"
"2021-05-01 00:00:00","delphi","169"
"2021-05-01 00:00:00","go","643"
"2021-05-01 00:00:00","java","7957"
"2021-05-01 00:00:00","javascript","15819"
"2021-05-01 00:00:00","perl","120"
"2021-05-01 00:00:00","php","4248"
"2021-05-01 00:00:00","python","22427"
"2021-05-01 00:00:00","r","4667"
"2021-05-01 00:00:00","ruby","400"
"2021-05-01 00:00:00","swift","1864"
"2021-06-01 00:00:00","assembly","260"
"2021-06-01 00:00:00","c","1867"
"2021-06-01 00:00:00","c#","5626"
"2021-06-01 00:00:00","c++","3825"
"2021-06-01 00:00:00","delphi","125"
"2021-06-01 00:00:00","go","608"
"2021-06-01 00:00:00","java","7588"
"2021-06-01 00:00:00","javascript","15003"
"2021-06-01 00:00:00","perl","154"
"2021-06-01 00:00:00","php","4075"
"2021-06-01 00:00:00","python","20911"
"2021-06-01 00:00:00","r","4283"
"2021-06-01 00:00:00","ruby","419"
"2021-06-01 00:00:00","swift","1795"
"2021-07-01 00:00:00","assembly","182"
"2021-07-01 00:00:00","c","1621"
"2021-07-01 00:00:00","c#","5205"
"2021-07-01 00:00:00","c++","3503"
"2021-07-01 00:00:00","delphi","140"
"2021-07-01 00:00:00","go","604"
"2021-07-01 00:00:00","java","6953"
"2021-07-01 00:00:00","javascript","14754"
"2021-07-01 00:00:00","perl","138"
"2021-07-01 00:00:00","php","3883"
"2021-07-01 00:00:00","python","20591"
"2021-07-01 00:00:00","r","4045"
"2021-07-01 00:00:00","ruby","445"
"2021-07-01 00:00:00","swift","1969"
"2021-08-01 00:00:00","assembly","162"
"2021-08-01 00:00:00","c","1531"
"2021-08-01 00:00:00","c#","5118"
"2021-08-01 00:00:00","c++","3245"
"2021-08-01 00:00:00","delphi","136"
"2021-08-01 00:00:00","go","746"
"2021-08-01 00:00:00","java","6758"
"2021-08-01 00:00:00","javascript","14657"
"2021-08-01 00:00:00","perl","118"
"2021-08-01 00:00:00","php","3865"
"2021-08-01 00:00:00","python","19841"
"2021-08-01 00:00:00","r","4034"
"2021-08-01 00:00:00","ruby","447"
"2021-08-01 00:00:00","swift","1896"
"2021-09-01 00:00:00","assembly","193"
"2021-09-01 00:00:00","c","1702"
"2021-09-01 00:00:00","c#","5062"
"2021-09-01 00:00:00","c++","3601"
"2021-09-01 00:00:00","delphi","134"
"2021-09-01 00:00:00","go","620"
"2021-09-01 00:00:00","java","6613"
"2021-09-01 00:00:00","javascript","14430"
"2021-09-01 00:00:00","perl","113"
"2021-09-01 00:00:00","php","3684"
"2021-09-01 00:00:00","python","19034"
"2021-09-01 00:00:00","r","3900"
"2021-09-01 00:00:00","ruby","446"
"2021-09-01 00:00:00","swift","1625"
"2021-10-01 00:00:00","assembly","203"
"2021-10-01 00:00:00","c","2093"
"2021-10-01 00:00:00","c#","5288"
"2021-10-01 00:00:00","c++","3728"
"2021-10-01 00:00:00","delphi","143"
"2021-10-01 00:00:00","go","700"
"2021-10-01 00:00:00","java","6583"
"2021-10-01 00:00:00","javascript","13835"
"2021-10-01 00:00:00","perl","127"
"2021-10-01 00:00:00","php","3582"
"2021-10-01 00:00:00","python","19811"
"2021-10-01 00:00:00","r","4176"
"2021-10-01 00:00:00","ruby","414"
"2021-10-01 00:00:00","swift","1565"
"2021-11-01 00:00:00","assembly","288"
"2021-11-01 00:00:00","c","2210"
"2021-11-01 00:00:00","c#","5605"
"2021-11-01 00:00:00","c++","3824"
"2021-11-01 00:00:00","delphi","140"
"2021-11-01 00:00:00","go","653"
"2021-11-01 00:00:00","java","6916"
"2021-11-01 00:00:00","javascript","13506"
"2021-11-01 00:00:00","perl","78"
"2021-11-01 00:00:00","php","3498"
"2021-11-01 00:00:00","python","20076"
"2021-11-01 00:00:00","r","4025"
"2021-11-01 00:00:00","ruby","393"
"2021-11-01 00:00:00","swift","1534"
"2021-12-01 00:00:00","assembly","266"
"2021-12-01 00:00:00","c","2107"
"2021-12-01 00:00:00","c#","5044"
"2021-12-01 00:00:00","c++","3583"
"2021-12-01 00:00:00","delphi","143"
"2021-12-01 00:00:00","go","727"
"2021-12-01 00:00:00","java","6203"
"2021-12-01 00:00:00","javascript","13094"
"2021-12-01 00:00:00","perl","103"
"2021-12-01 00:00:00","php","3250"
"2021-12-01 00:00:00","python","19076"
"2021-12-01 00:00:00","r","3539"
"2021-12-01 00:00:00","ruby","373"
"2021-12-01 00:00:00","swift","1427"
"2022-01-01 00:00:00","assembly","230"
"2022-01-01 00:00:00","c","1959"
"2022-01-01 00:00:00","c#","5288"
"2022-01-01 00:00:00","c++","3621"
"2022-01-01 00:00:00","delphi","135"
"2022-01-01 00:00:00","go","742"
"2022-01-01 00:00:00","java","6465"
"2022-01-01 00:00:00","javascript","14025"
"2022-01-01 00:00:00","perl","128"
"2022-01-01 00:00:00","php","3401"
"2022-01-01 00:00:00","python","19775"
"2022-01-01 00:00:00","r","3844"
"2022-01-01 00:00:00","ruby","444"
"2022-01-01 00:00:00","swift","1735"
"2022-02-01 00:00:00","assembly","214"
"2022-02-01 00:00:00","c","1682"
"2022-02-01 00:00:00","c#","5126"
"2022-02-01 00:00:00","c++","3203"
"2022-02-01 00:00:00","delphi","167"
"2022-02-01 00:00:00","go","647"
"2022-02-01 00:00:00","java","5964"
"2022-02-01 00:00:00","javascript","12869"
"2022-02-01 00:00:00","perl","96"
"2022-02-01 00:00:00","php","3121"
"2022-02-01 00:00:00","python","19358"
"2022-02-01 00:00:00","r","3912"
"2022-02-01 00:00:00","ruby","406"
"2022-02-01 00:00:00","swift","1612"
"2022-03-01 00:00:00","assembly","250"
"2022-03-01 00:00:00","c","2065"
"2022-03-01 00:00:00","c#","6359"
"2022-03-01 00:00:00","c++","3766"
"2022-03-01 00:00:00","delphi","129"
"2022-03-01 00:00:00","go","821"
"2022-03-01 00:00:00","java","7872"
"2022-03-01 00:00:00","javascript","15877"
"2022-03-01 00:00:00","perl","103"
"2022-03-01 00:00:00","php","3665"
"2022-03-01 00:00:00","python","24012"
"2022-03-01 00:00:00","r","5002"
"2022-03-01 00:00:00","ruby","520"
"2022-03-01 00:00:00","swift","2023"
"2022-04-01 00:00:00","assembly","264"
"2022-04-01 00:00:00","c","1847"
"2022-04-01 00:00:00","c#","5885"
"2022-04-01 00:00:00","c++","3818"
"2022-04-01 00:00:00","delphi","121"
"2022-04-01 00:00:00","go","751"
"2022-04-01 00:00:00","java","7760"
"2022-04-01 00:00:00","javascript","15850"
"2022-04-01 00:00:00","perl","100"
"2022-04-01 00:00:00","php","3759"
"2022-04-01 00:00:00","python","23396"
"2022-04-01 00:00:00","r","4758"
"2022-04-01 00:00:00","ruby","490"
"2022-04-01 00:00:00","swift","1759"
"2022-05-01 00:00:00","assembly","285"
"2022-05-01 00:00:00","c","1899"
"2022-05-01 00:00:00","c#","6228"
"2022-05-01 00:00:00","c++","3842"
"2022-05-01 00:00:00","delphi","129"
"2022-05-01 00:00:00","go","670"
"2022-05-01 00:00:00","java","7793"
"2022-05-01 00:00:00","javascript","15930"
"2022-05-01 00:00:00","perl","94"
"2022-05-01 00:00:00","php","3971"
"2022-05-01 00:00:00","python","22964"
"2022-05-01 00:00:00","r","4811"
"2022-05-01 00:00:00","ruby","499"
"2022-05-01 00:00:00","swift","1734"
"2022-06-01 00:00:00","assembly","247"
"2022-06-01 00:00:00","c","1650"
"2022-06-01 00:00:00","c#","6032"
"2022-06-01 00:00:00","c++","3371"
"2022-06-01 00:00:00","delphi","124"
"2022-06-01 00:00:00","go","731"
"2022-06-01 00:00:00","java","6988"
"2022-06-01 00:00:00","javascript","15088"
"2022-06-01 00:00:00","perl","124"
"2022-06-01 00:00:00","php","3815"
"2022-06-01 00:00:00","python","22121"
"2022-06-01 00:00:00","r","4387"
"2022-06-01 00:00:00","ruby","476"
"2022-06-01 00:00:00","swift","1782"
"2022-07-01 00:00:00","assembly","209"
"2022-07-01 00:00:00","c","1481"
"2022-07-01 00:00:00","c#","5945"
"2022-07-01 00:00:00","c++","3248"
"2022-07-01 00:00:00","delphi","127"
"2022-07-01 00:00:00","go","740"
"2022-07-01 00:00:00","java","6580"
"2022-07-01 00:00:00","javascript","15129"
"2022-07-01 00:00:00","perl","130"
"2022-07-01 00:00:00","php","3749"
"2022-07-01 00:00:00","python","22397"
"2022-07-01 00:00:00","r","4182"
"2022-07-01 00:00:00","ruby","450"
"2022-07-01 00:00:00","swift","1747"
"2022-08-01 00:00:00","assembly","175"
"2022-08-01 00:00:00","c","1502"
"2022-08-01 00:00:00","c#","6319"
"2022-08-01 00:00:00","c++","3232"
"2022-08-01 00:00:00","delphi","133"
"2022-08-01 00:00:00","go","851"
"2022-08-01 00:00:00","java","6507"
"2022-08-01 00:00:00","javascript","15520"
"2022-08-01 00:00:00","perl","117"
"2022-08-01 00:00:00","php","3752"
"2022-08-01 00:00:00","python","21860"
"2022-08-01 00:00:00","r","4338"
"2022-08-01 00:00:00","ruby","477"
"2022-08-01 00:00:00","swift","1741"
"2022-09-01 00:00:00","assembly","191"
"2022-09-01 00:00:00","c","1643"
"2022-09-01 00:00:00","c#","5711"
"2022-09-01 00:00:00","c++","3080"
"2022-09-01 00:00:00","delphi","148"
"2022-09-01 00:00:00","go","841"
"2022-09-01 00:00:00","java","6223"
"2022-09-01 00:00:00","javascript","14215"
"2022-09-01 00:00:00","perl","82"
"2022-09-01 00:00:00","php","3370"
"2022-09-01 00:00:00","python","20132"
"2022-09-01 00:00:00","r","4016"
"2022-09-01 00:00:00","ruby","474"
"2022-09-01 00:00:00","swift","1794"
"2022-10-01 00:00:00","assembly","242"
"2022-10-01 00:00:00","c","2006"
"2022-10-01 00:00:00","c#","5801"
"2022-10-01 00:00:00","c++","3200"
"2022-10-01 00:00:00","delphi","153"
"2022-10-01 00:00:00","go","738"
"2022-10-01 00:00:00","java","6482"
"2022-10-01 00:00:00","javascript","14071"
"2022-10-01 00:00:00","perl","82"
"2022-10-01 00:00:00","php","3365"
"2022-10-01 00:00:00","python","22051"
"2022-10-01 00:00:00","r","4530"
"2022-10-01 00:00:00","ruby","436"
"2022-10-01 00:00:00","swift","1623"
"2022-11-01 00:00:00","assembly","288"
"2022-11-01 00:00:00","c","2186"
"2022-11-01 00:00:00","c#","6054"
"2022-11-01 00:00:00","c++","3310"
"2022-11-01 00:00:00","delphi","116"
"2022-11-01 00:00:00","go","751"
"2022-11-01 00:00:00","java","6805"
"2022-11-01 00:00:00","javascript","14369"
"2022-11-01 00:00:00","perl","110"
"2022-11-01 00:00:00","php","3366"
"2022-11-01 00:00:00","python","22918"
"2022-11-01 00:00:00","r","4630"
"2022-11-01 00:00:00","ruby","466"
"2022-11-01 00:00:00","swift","1679"
"2022-12-01 00:00:00","assembly","284"
"2022-12-01 00:00:00","c","1868"
"2022-12-01 00:00:00","c#","5351"
"2022-12-01 00:00:00","c++","2872"
"2022-12-01 00:00:00","delphi","86"
"2022-12-01 00:00:00","go","634"
"2022-12-01 00:00:00","java","6004"
"2022-12-01 00:00:00","javascript","12581"
"2022-12-01 00:00:00","perl","94"
"2022-12-01 00:00:00","php","2906"
"2022-12-01 00:00:00","python","19378"
"2022-12-01 00:00:00","r","3689"
"2022-12-01 00:00:00","ruby","397"
"2022-12-01 00:00:00","swift","1471"
"2023-01-01 00:00:00","assembly","241"
"2023-01-01 00:00:00","c","1519"
"2023-01-01 00:00:00","c#","5416"
"2023-01-01 00:00:00","c++","2692"
"2023-01-01 00:00:00","delphi","114"
"2023-01-01 00:00:00","go","740"
"2023-01-01 00:00:00","java","5816"
"2023-01-01 00:00:00","javascript","12331"
"2023-01-01 00:00:00","perl","77"
"2023-01-01 00:00:00","php","3101"
"2023-01-01 00:00:00","python","18150"
"2023-01-01 00:00:00","r","3757"
"2023-01-01 00:00:00","ruby","375"
"2023-01-01 00:00:00","swift","1457"
"2023-02-01 00:00:00","assembly","220"
"2023-02-01 00:00:00","c","1463"
"2023-02-01 00:00:00","c#","5371"
"2023-02-01 00:00:00","c++","2622"
"2023-02-01 00:00:00","delphi","145"
"2023-02-01 00:00:00","go","731"
"2023-02-01 00:00:00","java","6051"
"2023-02-01 00:00:00","javascript","11788"
"2023-02-01 00:00:00","perl","89"
"2023-02-01 00:00:00","php","3144"
"2023-02-01 00:00:00","python","18291"
"2023-02-01 00:00:00","r","4001"
"2023-02-01 00:00:00","ruby","353"
"2023-02-01 00:00:00","swift","1528"
